"w1","w2","prediction","rank"
"a","message","from",9
"a","message","on",14
"a","message","that",15
"a","message","to",21
"a","messed","up",3
"a","metal","detector",8
"a","metaphor","for",6
"a","method","for",3
"a","method","of",8
"a","microphone","and",3
"a","middle","school",4
"a","mild","winter",3
"a","mile","and",6
"a","mile","away",10
"a","mile","from",13
"a","mile","in",6
"a","mile","long",4
"a","mile","of",6
"a","million","dollars",14
"a","million","people",7
"a","million","times",11
"a","million","years",13
"a","minimum","of",34
"a","minute","break",4
"a","minute","i",6
"a","minute","it",3
"a","minute","mile",4
"a","minute","on",3
"a","minute","to",17
"a","minute","wait",3
"a","miracle","and",6
"a","miracle","that",7
"a","miracle","to",4
"a","mirror","to",3
"a","mission","to",10
"a","mistake","and",9
"a","mistake","by",4
"a","mistake","on",4
"a","mistake","to",4
"a","mix","of",57
"a","mix","with",3
"a","mixed","bag",3
"a","mixture","of",35
"a","mobile","device",8
"a","mobile","home",3
"a","model","for",18
"a","model","of",11
"a","model","that",5
"a","modern","day",5
"a","mom","and",4
"a","mom","to",6
"a","moment","i",9
"a","moment","of",33
"a","moment","to",45
"a","moment","when",6
"a","monday","night",11
"a","month","a",5
"a","month","ago",48
"a","month","and",34
"a","month","at",5
"a","month","away",10
"a","month","but",7
"a","month","early",3
"a","month","from",6
"a","month","if",3
"a","month","later",21
"a","month","now",14
"a","month","of",13
"a","month","or",21
"a","month","to",13
"a","monthly","fee",4
"a","monument","to",5
"a","more","accurate",4
"a","more","fitting",3
"a","more","positive",9
"a","more","powerful",5
"a","more","robust",5
"a","more","than",14
"a","mother","and",9
"a","mother","of",16
"a","mother","to",4
"a","mothers","day",19
"a","mountain","of",7
"a","movie","about",15
"a","movie","and",12
"a","movie","but",4
"a","movie","i",6
"a","movie","on",8
"a","movie","or",12
"a","movie","starring",3
"a","movie","that",13
"a","movie","theater",9
"a","movie","with",10
"a","much","better",32
"a","much","bigger",13
"a","much","larger",10
"a","much","more",30
"a","much","needed",21
"a","multitude","of",14
"a","museum","but",3
"a","must","for",10
"a","must","read",11
"a","mystery","but",3
"a","myth","that",3
"a","name","for",16
"a","name","i",3
"a","name","in",5
"a","name","that",7
"a","nap","and",8
"a","nation","of",6
"a","nation","that",6
"a","national","organization",4
"a","national","title",5
"a","native","american",7
"a","native","of",26
"a","necessary","evil",6
"a","need","for",23
"a","need","to",20
"a","nervous","breakdown",5
"a","network","of",14
"a","new","album",10
"a","new","and",12
"a","new","approach",7
"a","new","beginning",14
"a","new","bike",6
"a","new","book",23
"a","new","bottle",3
"a","new","business",7
"a","new","car",18
"a","new","card",4
"a","new","cat",3
"a","new","challenge",14
"a","new","chapter",9
"a","new","city",7
"a","new","computer",7
"a","new","course",4
"a","new","day",28
"a","new","direction",11
"a","new","england",5
"a","new","era",14
"a","new","experience",6
"a","new","favorite",7
"a","new","film",4
"a","new","friend",14
"a","new","generation",12
"a","new","helmet",3
"a","new","home",29
"a","new","house",7
"a","new","identity",4
"a","new","ipad",8
"a","new","job",48
"a","new","legislative",4
"a","new","level",9
"a","new","life",13
"a","new","line",8
"a","new","location",9
"a","new","logo",5
"a","new","look",15
"a","new","movie",5
"a","new","music",3
"a","new","name",7
"a","new","novel",4
"a","new","obsession",3
"a","new","office",3
"a","new","one",81
"a","new","online",6
"a","new","pair",12
"a","new","person",5
"a","new","perspective",7
"a","new","phone",25
"a","new","piece",5
"a","new","place",15
"a","new","plan",5
"a","new","president",4
"a","new","project",11
"a","new","public",4
"a","new","reality",3
"a","new","reason",3
"a","new","recipe",5
"a","new","restaurant",3
"a","new","right",3
"a","new","season",9
"a","new","series",7
"a","new","set",7
"a","new","song",31
"a","new","star",3
"a","new","start",8
"a","new","state",10
"a","new","study",12
"a","new","term",6
"a","new","thing",7
"a","new","town",3
"a","new","tv",3
"a","new","twist",4
"a","new","type",4
"a","new","video",4
"a","new","way",21
"a","new","weekly",3
"a","new","winner",5
"a","new","word",7
"a","new","world",14
"a","new","year",19
"a","new","years",11
"a","new","york",50
"a","new","yorker",7
"a","news","conference",56
"a","news","report",5
"a","nice","addition",6
"a","nice","break",9
"a","nice","change",8
"a","nice","day",38
"a","nice","experience",3
"a","nice","guy",13
"a","nice","job",12
"a","nice","little",26
"a","nice","lunch",3
"a","nice","place",12
"a","nice","quiet",4
"a","nice","start",4
"a","nice","sunny",3
"a","nice","touch",9
"a","nice","walk",4
"a","night","at",11
"a","night","but",4
"a","night","for",6
"a","night","in",14
"a","night","of",28
"a","night","on",6
"a","night","out",18
"a","night","that",6
"a","nod","to",17
"a","nonprofit","organization",13
"a","normal","day",4
"a","normal","person",8
"a","not","a",5
"a","note","from",4
"a","note","of",5
"a","note","that",4
"a","note","to",15
"a","number","of",286
"a","of","course",4
"a","once","in",4
"a","one","year",7
"a","or","a",3
"a","pack","of",37
"a","package","of",15
"a","package","to",4
"a","packet","of",6
"a","page","book",3
"a","page","of",6
"a","page","turner",3
"a","pain","i",3
"a","pain","in",19
"a","pair","of",217
"a","panel","discussion",10
"a","panel","for",3
"a","panel","of",28
"a","panic","attack",6
"a","paper","towel",12
"a","parade","of",7
"a","parent","who",4
"a","parking","lot",24
"a","parking","spot",4
"a","part","in",10
"a","part","of",272
"a","particular","area",4
"a","partner","at",19
"a","partnership","with",19
"a","parttime","job",6
"a","party","and",6
"a","party","for",10
"a","party","i",4
"a","party","in",18
"a","party","that",8
"a","party","to",8
"a","pass","to",5
"a","passenger","in",6
"a","passing","car",3
"a","passion","for",16
"a","pat","on",6
"a","pattern","of",11
"a","peek","at",17
"a","peep","from",3
"a","people","person",5
"a","pep","rally",4
"a","perfect","circle",5
"a","perfect","day",21
"a","perfect","example",10
"a","perfect","fit",18
"a","perfect","parent",3
"a","perfect","solution",4
"a","perfect","storm",8
"a","perfect","time",7
"a","perfect","way",4
"a","period","of",36
"a","permanent","home",4
"a","person","can",10
"a","person","gets",3
"a","person","i",7
"a","person","in",11
"a","person","is",8
"a","person","on",4
"a","person","that",7
"a","person","to",14
"a","person","who",41
"a","person","with",18
"a","personal","relationship",5
"a","pet","store",7
"a","phone","call",40
"a","phone","conversation",6
"a","phone","interview",17
"a","phone","number",8
"a","phone","or",5
"a","photo","and",6
"a","photo","but",5
"a","photo","of",61
"a","photo","with",5
"a","photographer","and",3
"a","pic","of",62
"a","pickup","truck",11
"a","picture","of",164
"a","picture","on",9
"a","picture","with",17
"a","picture","you",5
"a","piece","about",3
"a","piece","of",179
"a","piece","on",4
"a","pile","of",27
"a","pillar","of",5
"a","pint","and",5
"a","pint","of",18
"a","pitch","for",3
"a","pitcher","of",5
"a","place","for",42
"a","place","i",10
"a","place","in",27
"a","place","of",29
"a","place","on",10
"a","place","that",32
"a","place","to",81
"a","place","where",56
"a","place","with",10
"a","plan","and",9
"a","plan","for",23
"a","plan","of",5
"a","plan","that",17
"a","plan","to",56
"a","plane","for",7
"a","plane","to",9
"a","plastic","bag",8
"a","plate","of",13
"a","platform","for",8
"a","platform","of",3
"a","play","about",5
"a","play","and",3
"a","play","on",5
"a","play","with",4
"a","player","and",8
"a","player","in",6
"a","playoff","spot",4
"a","pleasant","surprise",9
"a","plethora","of",7
"a","plus","for",11
"a","point","but",4
"a","point","in",7
"a","point","of",26
"a","point","that",4
"a","point","to",16
"a","point","when",5
"a","point","where",10
"a","police","car",8
"a","police","officer",40
"a","police","station",5
"a","pool","cue",3
"a","pool","of",16
"a","popularity","contest",6
"a","population","of",10
"a","portion","of",59
"a","position","as",3
"a","position","on",5
"a","position","to",26
"a","position","with",5
"a","positive","and",4
"a","positive","attitude",13
"a","positive","experience",4
"a","positive","impact",5
"a","positive","impression",3
"a","positive","note",8
"a","post","on",13
"a","post","that",6
"a","pot","of",14
"a","pound","in",3
"a","pound","of",10
"a","power","cord",3
"a","prayer","for",14
"a","precursor","to",6
"a","preexisting","condition",6
"a","pregnant","woman",3
"a","presence","in",6
"a","presentation","by",6
"a","presentation","on",4
"a","presidential","candidate",6
"a","press","conference",23
"a","press","release",24
"a","pretty","big",12
"a","pretty","cool",9
"a","pretty","face",8
"a","pretty","good",80
"a","pretty","impressive",3
"a","pretty","penny",3
"a","pretty","sight",5
"a","pretty","solid",4
"a","preview","of",11
"a","price","on",9
"a","priority","in",5
"a","private","equity",5
"a","private","message",7
"a","private","party",8
"a","privilege","to",6
"a","problem","because",9
"a","problem","but",4
"a","problem","for",16
"a","problem","getting",4
"a","problem","here",3
"a","problem","i",14
"a","problem","in",7
"a","problem","it",7
"a","problem","that",11
"a","problem","when",4
"a","problem","with",39
"a","process","that",15
"a","process","to",3
"a","product","of",16
"a","product","that",10
"a","profound","effect",4
"a","program","of",5
"a","program","that",17
"a","program","to",8
"a","project","in",5
"a","project","manager",7
"a","project","that",8
"a","promise","to",17
"a","proposal","in",3
"a","proposal","to",13
"a","proxy","for",3
"a","public","outcry",4
"a","public","place",9
"a","public","school",11
"a","public","space",3
"a","puerto","rican",3
"a","punch","in",4
"a","purple","heart",3
"a","purse","or",3
"a","qa","with",3
"a","quarter","mile",5
"a","quarter","of",31
"a","quest","for",4
"a","question","about",24
"a","question","and",8
"a","question","for",16
"a","question","i",10
"a","question","of",15
"a","question","on",3
"a","question","to",4
"a","question","what",5
"a","quick","fix",7
"a","quick","lunch",4
"a","quick","trip",5
"a","quick","tutorial",3
"a","quiet","place",5
"a","quote","by",4
"a","quote","from",15
"a","race","of",4
"a","race","to",9
"a","radio","station",8
"a","rainy","sunday",3
"a","range","of",44
"a","rare","and",5
"a","rare","day",3
"a","rating","of",5
"a","real","estate",20
"a","real","game",3
"a","real","gem",3
"a","real","good",10
"a","real","hero",4
"a","real","problem",8
"a","real","treat",10
"a","real","word",4
"a","reality","show",14
"a","reality","tv",5
"a","really","bad",13
"a","really","big",7
"a","really","cool",15
"a","really","fun",13
"a","really","good",90
"a","really","great",20
"a","really","hard",8
"a","really","long",11
"a","really","nice",25
"a","reason","and",5
"a","reason","for",17
"a","reason","i",5
"a","reason","so",4
"a","reason","to",59
"a","reason","why",12
"a","reasonable","amount",7
"a","reasonable","price",8
"a","recent","study",13
"a","recipe","for",27
"a","record","after",3
"a","record","deal",9
"a","record","label",3
"a","record","million",9
"a","record","of",17
"a","recording","of",6
"a","red","card",8
"a","red","flag",10
"a","red","herring",3
"a","red","light",13
"a","reduction","in",18
"a","reference","to",21
"a","reflection","of",22
"a","regular","at",5
"a","regular","basis",31
"a","regular","occurrence",4
"a","related","note",5
"a","relationship","between",3
"a","relationship","that",9
"a","relationship","with",29
"a","relative","of",6
"a","relative","term",4
"a","relatively","quiet",3
"a","relief","to",5
"a","remake","of",6
"a","reminder","that",16
"a","reminder","to",10
"a","rental","car",6
"a","repeat","of",15
"a","replacement","for",9
"a","report","of",19
"a","report","on",12
"a","reporter","from",5
"a","reputation","for",20
"a","request","for",26
"a","requirement","for",5
"a","resident","of",13
"a","resource","for",6
"a","response","from",5
"a","response","to",14
"a","restaurant","and",5
"a","restaurant","in",8
"a","restaurant","that",6
"a","restaurant","with",5
"a","result","a",3
"a","result","i",7
"a","result","of",140
"a","resurgence","of",3
"a","return","to",19
"a","review","of",25
"a","reward","for",13
"a","rich","and",8
"a","rich","man",4
"a","ride","home",9
"a","ride","on",6
"a","ride","to",14
"a","right","to",42
"a","ring","and",3
"a","rising","tide",5
"a","river","or",4
"a","road","trip",24
"a","rock","star",11
"a","role","in",31
"a","role","model",12
"a","roller","coaster",9
"a","rolling","pin",5
"a","room","for",6
"a","room","full",11
"a","room","is",3
"a","room","with",18
"a","root","canal",5
"a","round","of",13
"a","roundup","of",4
"a","row","and",18
"a","row","it",5
"a","row","of",12
"a","rubber","band",8
"a","rumor","that",5
"a","run","and",11
"a","run","for",23
"a","run","of",13
"a","run","on",5
"a","run","to",17
"a","running","back",9
"a","sack","of",4
"a","sad","and",4
"a","sad","day",14
"a","safe","and",31
"a","safe","distance",6
"a","safe","place",13
"a","safer","place",3
"a","safety","net",7
"a","salad","and",5
"a","salad","with",4
"a","sale","on",5
"a","sales","pitch",3
"a","sample","of",12
"a","sampling","of",12
"a","san","francisco",17
"a","saturday","night",11
"a","savings","account",5
"a","scale","of",11
"a","scene","from",12
"a","scene","that",5
"a","school","for",5
"a","school","project",4
"a","school","that",6
"a","school","where",4
"a","score","of",10
"a","screening","of",9
"a","sea","of",22
"a","search","for",13
"a","season","and",6
"a","season","in",10
"a","season","of",11
"a","seat","and",4
"a","seat","at",6
"a","second","and",13
"a","second","chance",26
"a","second","home",6
"a","second","job",6
"a","second","opinion",6
"a","second","term",12
"a","second","time",21
"a","second","to",11
"a","segment","of",6
"a","segment","on",5
"a","select","few",5
"a","select","group",5
"a","selection","of",18
"a","selfinflicted","gunshot",5
"a","senior","in",6
"a","sense","of",155
"a","serial","killer",15
"a","series","of",259
"a","serious","problem",9
"a","service","to",3
"a","set","of",67
"a","severe","thunderstorm",7
"a","sewing","machine",4
"a","shadow","of",5
"a","shame","that",11
"a","shame","to",6
"a","shame","when",3
"a","share","of",19
"a","sheet","of",12
"a","shirt","that",5
"a","shock","to",8
"a","short","break",6
"a","short","drive",7
"a","short","film",5
"a","short","line",3
"a","short","period",13
"a","short","story",9
"a","short","time",40
"a","short","while",15
"a","shortage","of",8
"a","shot","and",7
"a","shot","at",17
"a","shot","in",13
"a","shot","of",25
"a","shot","or",3
"a","show","for",8
"a","show","in",11
"a","show","on",10
"a","show","one",3
"a","show","that",10
"a","shower","and",7
"a","side","effect",6
"a","side","note",10
"a","side","of",24
"a","sign","and",4
"a","sign","in",5
"a","sign","of",53
"a","sign","that",49
"a","significant","amount",11
"a","significant","impact",4
"a","silver","lining",6
"a","simple","and",4
"a","simple","thing",5
"a","single","day",10
"a","single","moment",6
"a","single","one",6
"a","single","parent",7
"a","single","person",9
"a","single","soul",3
"a","single","thing",8
"a","single","word",8
"a","site","that",8
"a","site","with",3
"a","situation","where",9
